substancia,ean,produto,pmvg
ACETILCISTEÍNA,    -     ,Similar,"20,46"
ACETILCISTEÍNA,    -     ,Genérico,"25,02"
ACETILCISTEÍNA,    -     ,Genérico,"32,72"
ACETILCISTEÍNA,    -     ,Genérico,"19,47"
ACETILCISTEÍNA,    -     ,Similar,"22,28"
ACETILCISTEÍNA,    -     ,Similar,"30,56"
ACETILCISTEÍNA,    -     ,Genérico,"13,54"
ACETILCISTEÍNA,    -     ,Similar,"22,01"
ACETILCISTEÍNA,    -     ,Genérico,"17,73"
ACETILCISTEÍNA,    -     ,Genérico,"28,78"
ACETILCISTEÍNA,    -     ,Genérico,"29,70"
ACETILCISTEÍNA,    -     ,Genérico,"46,44"
ACETILCISTEÍNA,    -     ,Genérico,"22,28"
ACETILCISTEÍNA,    -     ,Genérico,"273,51"
ACETILCISTEÍNA,    -     ,Similar,"19,73"
ACETILCISTEÍNA,    -     ,Similar,"333,72"
ACETILCISTEÍNA,    -     ,Genérico,"19,78"
ACETILCISTEÍNA,    -     ,Genérico,"235,16"
ACETILCISTEÍNA,    -     ,Genérico,"20,30"
ACETILCISTEÍNA,    -     ,Genérico,"38,08"
ACETILCISTEÍNA,    -     ,Genérico,"452,24"
ACETILCISTEÍNA,    -     ,Similar,"38,15"
ACETILCISTEÍNA,    -     ,Similar,"18,19"
ACETILCISTEÍNA,    -     ,Genérico,"28,21"
ACETILCISTEÍNA,    -     ,Genérico,"18,95"
ACETILCISTEÍNA,    -     ,Similar,"25,91"
ACETILCISTEÍNA,    -     ,Similar,"18,00"
ACETILCISTEÍNA,    -     ,Similar,"24,06"
ACETILCISTEÍNA,7899095201514,Similar,"41,01"
ACETILCISTEÍNA,    -     ,Similar,"25,14"
ACETILCISTEÍNA,    -     ,Similar,"40,22"
ACETILCISTEÍNA,7899095201521,Similar,"88,22"
ACETILCISTEÍNA,    -     ,Similar,"431,99"
ACETILCISTEÍNA,    -     ,Similar,"622,06"
ACETILCISTEÍNA,    -     ,Genérico,"36,54"
ACETILCISTEÍNA,    -     ,Genérico,"29,70"
ACETILCISTEÍNA,    -     ,Genérico,"46,32"
ACETILCISTEÍNA,    -     ,Genérico,"22,28"
ACETILCISTEÍNA,    -     ,Similar,"25,96"
ACETILCISTEÍNA,    -     ,Similar,"25,96"
ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA,    -     ,Específico,"10,44"
ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA,    -     ,Específico,"25,05"
ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA,    -     ,Específico,"129,85"
ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA,    -     ,Específico,"11,21"
ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA,    -     ,Específico,"20,01"
ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA,    -     ,Específico,"105,09"
ACETONIDA DE TRIANCINOLONA,    -     ,Novo,"65,88"
ACETONIDA DE TRIANCINOLONA,    -     ,Novo,"63,46"
ACETONIDA DE TRIANCINOLONA,    -     ,Similar,"45,83"
ACICLOVIR,    -     ,Genérico,"69,97"
ACICLOVIR,    -     ,Similar,"30,91"
ACICLOVIR,    -     ,Genérico,"100,67"
ACICLOVIR,    -     ,Genérico,"191,97"
ACICLOVIR,    -     ,Genérico,"103,85"
ACICLOVIR,    -     ,Genérico,"157,87"
ACICLOVIR,    -     ,Genérico,"26,14"
ACICLOVIR,    -     ,Genérico,"50,83"
ACICLOVIR,    -     ,Genérico,"78,92"
ACICLOVIR,    -     ,Genérico,"93,08"
ACICLOVIR,    -     ,Genérico,"192,01"
ACICLOVIR,    -     ,Genérico,"111,71"
ACICLOVIR,    -     ,Genérico,"192,01"
ACICLOVIR,    -     ,Novo,"267,24"
ACICLOVIR,    -     ,Novo,"40,21"
ACICLOVIR,    -     ,Similar,"106,13"
ACICLOVIR,    -     ,Similar,"24,11"
ACICLOVIR,    -     ,Similar,"127,36"
ACICLOVIR,    -     ,Similar,"128,02"
ACICLOVIR,    -     ,Similar,"192,01"
ACICLOVIR,    -     ,Similar,"320,02"
ACICLOVIR,    -     ,Genérico,"173,70"
ACICLOVIR,    -     ,Genérico,"20,30"
ACICLOVIR,    -     ,Genérico,"208,45"
ACICLOVIR,    -     ,Genérico,"128,02"
ACICLOVIR,    -     ,Genérico,"192,01"
ACICLOVIR,    -     ,Genérico,"320,02"
ACICLOVIR,    -     ,Genérico,"17,91"
ACICLOVIR,    -     ,Similar,"102,12"
ACICLOVIR,    -     ,Similar,"22,80"
ACICLOVIR,    -     ,Genérico,"173,69"
ACICLOVIR,    -     ,Genérico,"18,41"
ACICLOVIR,    -     ,Genérico,"26,13"
ACICLOVIR,    -     ,Genérico,"11,75"
ACICLOVIR,    -     ,Genérico,"62,85"
ACICLOVIR,    -     ,Genérico,"208,42"
ACICLOVIR,    -     ,Novo,"83,38"
ACICLOVIR,    -     ,Novo,"173,70"
ACICLOVIR,    -     ,Similar,"26,13"
ACICLOVIR,    -     ,Similar,"173,70"
ACICLOVIR,    -     ,Genérico,"26,13"
ACICLOVIR,    -     ,Genérico,"173,70"
ACICLOVIR,    -     ,Genérico,"173,70"
ACICLOVIR,    -     ,Genérico,"17,93"
ACICLOVIR,    -     ,Genérico,"208,88"
ACICLOVIR,    -     ,Genérico,"128,02"
ACICLOVIR,    -     ,Genérico,"192,01"
ACICLOVIR,    -     ,Genérico,"320,02"
ACICLOVIR,    -     ,Similar,"25,43"
ACICLOVIR,    -     ,Similar,"10,43"
ACICLOVIR,    -     ,Similar,"29,28"
ACICLOVIR,    -     ,Genérico,"18,83"
ACICLOVIR,    -     ,Genérico,"60,73"
ACICLOVIR,    -     ,Genérico,"26,13"
ACICLOVIR,    -     ,Similar,"26,13"
ACICLOVIR,    -     ,Genérico,"17,33"
ACICLOVIR,    -     ,Genérico,"17,33"
ACICLOVIR,    -     ,Genérico,"127,78"
ACICLOVIR,    -     ,Genérico,"178,87"
ACICLOVIR,    -     ,Genérico,"128,02"
ACICLOVIR,    -     ,Genérico,"192,01"
ACICLOVIR,    -     ,Genérico,"320,02"
ACICLOVIR,    -     ,Genérico,"34,09"
ACICLOVIR,    -     ,Genérico,"71,13"
ACICLOVIR,    -     ,Genérico,"68,27"
ACICLOVIR,    -     ,Genérico,"142,27"
ACICLOVIR,    -     ,Genérico,"1564,97"
ACICLOVIR,    -     ,Genérico,"187,84"
ACICLOVIR,    -     ,Genérico,"93,85"
ACICLOVIR,    -     ,Genérico,"93,85"
ACICLOVIR,    -     ,Genérico,"375,59"
ACICLOVIR,    -     ,Genérico,"17,84"
ACICLOVIR,    -     ,Genérico,"1472,18"
ACICLOVIR,    -     ,Genérico,"100,79"
ACICLOVIR,    -     ,Genérico,"899,85"
ACICLOVIR,    -     ,Genérico,"124,79"
ACICLOVIR,    -     ,Similar,"22,85"
ACICLOVIR,    -     ,Similar,"76,39"
ACICLOVIR,    -     ,Similar,"98,77"
ACICLOVIR,    -     ,Similar,"886,07"
ACICLOVIR,    -     ,Similar,"72,42"
ACICLOVIR,    -     ,Similar,"144,82"
ACICLOVIR,    -     ,Genérico,"22,85"
ACICLOVIR,    -     ,Genérico,"76,39"
ACICLOVIR,    -     ,Genérico,"55,07"
ACICLOVIR,    -     ,Genérico,"91,67"
ACICLOVIR,    -     ,Genérico,"183,34"
ACICLOVIR,    -     ,Similar,"9,98"
ACICLOVIR,    -     ,Similar,"70,98"
ACICLOVIR,    -     ,Genérico,"17,96"
ACICLOVIR,    -     ,Genérico,"76,93"
ACICLOVIR,    -     ,Genérico,"208,45"
ACICLOVIR,    -     ,Genérico,"3473,98"
ACICLOVIR,    -     ,Genérico,"26,13"
ACICLOVIR,    -     ,Genérico,"173,70"
ACICLOVIR,    -     ,Genérico,"18,58"
ACICLOVIR,    -     ,Genérico,"208,45"
ACICLOVIR,    -     ,Genérico,"128,02"
ACICLOVIR,    -     ,Genérico,"192,01"
ACICLOVIR,    -     ,Genérico,"320,02"
ACICLOVIR,    -     ,Genérico,"15,89"
ACICLOVIR SÓDICO,    -     ,Similar,"4434,64"
ACICLOVIR SÓDICO,    -     ,Similar,"4316,64"
ACICLOVIR SÓDICO,    -     ,Genérico,"4316,64"
ACICLOVIR SÓDICO,    -     ,Similar,"481,95"
ACICLOVIR SÓDICO,    -     ,Similar,"481,97"
ACICLOVIR SÓDICO,    -     ,Genérico,"494,12"
ACICLOVIR SÓDICO,    -     ,Genérico,"4941,26"
ACICLOVIR SÓDICO,    -     ,Similar,"494,12"
ACICLOVIR SÓDICO,    -     ,Similar,"4941,26"
ACIDO ACETILSALICILICO,    -     ,Genérico,"4,85"
ACIDO ACETILSALICILICO,    -     ,Similar,"45,12"
ACIDO ACETILSALICILICO,    -     ,Genérico,"37,11"
ACIDO ACETILSALICILICO,    -     ,Similar,"15,85"
ACIDO ACETILSALICILICO,    -     ,Similar,"56,17"
ACIDO ACETILSALICILICO,    -     ,Similar,"113,18"
ACIDO ACETILSALICILICO,    -     ,Similar,"14,56"
ACIDO ACETILSALICILICO,    -     ,Similar,"51,72"
ACIDO ACETILSALICILICO,    -     ,Similar,"104,43"
ACIDO ACETILSALICILICO;ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Similar,"8,93"
ACIDO ACETILSALICILICO;ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Similar,"53,80"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"83,26"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"83,26"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"83,26"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"83,26"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"17,10"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"17,10"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"82,44"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"16,76"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"81,62"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"17,10"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"2,64"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"82,44"
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"39,42"
ACITRETINA,    -     ,Novo,"489,14*"
ACITRETINA,    -     ,Genérico,"352,57*"
ACITRETINA,    -     ,Genérico,"855,16*"
ACITRETINA,    -     ,Novo,"489,14*"
ACITRETINA,    -     ,Novo,"162,74*"
ACITRETINA,    -     ,Novo,"394,67*"
ACITRETINA,    -     ,Novo,"1315,66*"
ACTAEA RACEMOSA L.,    -     ,Fitoterápico,"58,06"
ACTAEA RACEMOSA L.,    -     ,Fitoterápico,"83,73"
ACTAEA RACEMOSA L.,    -     ,Fitoterápico,"144,53"
ACTAEA RACEMOSA L.,    -     ,Fitoterápico,"11,17"
ACTAEA RACEMOSA L.,    -     ,Fitoterápico,"51,33"
ACTAEA RACEMOSA L.,    -     ,Fitoterápico,"85,54"
ACTAEA RACEMOSA L.,    -     ,Fitoterápico,"56,78"
ADALIMUMABE,    -     ,Biológico,"1665,94*"
ADALIMUMABE,    -     ,Biológico,"3331,91*"
ADALIMUMABE,    -     ,Biológico,"3331,91*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"9528,14"
ADALIMUMABE,    -     ,Biológico,"992,63*"
ADALIMUMABE,    -     ,Biológico,"1985,26*"
ADALIMUMABE,    -     ,Biológico,"992,63*"
ADALIMUMABE,    -     ,Biológico,"1987,99*"
ADALIMUMABE,    -     ,Biológico,"1987,99"
ADALIMUMABE,    -     ,Biológico,"3970,52"
ADALIMUMABE,    -     ,Biológico,"773,72"
ADALIMUMABE,    -     ,Biológico,"1396,38*"
ADALIMUMABE,    -     ,Biológico,"2792,68*"
ADALIMUMABE,    -     ,Biológico,"1396,38*"
ADALIMUMABE,    -     ,Biológico,"2792,68*"
ADALIMUMABE,    -     ,Biológico,"713,29"
ADALIMUMABE,    -     ,Biológico,"1426,58"
ADALIMUMABE,    -     ,Biológico,"2853,16"
ADALIMUMABE,    -     ,Biológico,"2853,16"
ADALIMUMABE,    -     ,Biológico,"5706,31"
ADALIMUMABE,    -     ,Biológico,"1426,58"
ADALIMUMABE,    -     ,Biológico,"2853,16"
ADALIMUMABE,    -     ,Biológico,"2853,16"
ADALIMUMABE,    -     ,Biológico,"5706,31"
ADALIMUMABE,    -     ,Biológico,"1646,21*"
ADALIMUMABE,    -     ,Biológico,"3292,44*"
ADALIMUMABE,    -     ,Biológico,"1237,03*"
ADALIMUMABE,    -     ,Biológico,"2474,05*"
ADALIMUMABE,    -     ,Biológico,"7422,13*"
ADALIMUMABE,    -     ,Biológico,"1237,03*"
ADALIMUMABE,    -     ,Biológico,"2474,06*"
ADALIMUMABE,    -     ,Biológico,"7422,13*"
ADALIMUMABE,    -     ,Biológico,"4764,05*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"4764,05*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"1297,56*"
ADALIMUMABE,    -     ,Biológico,"1297,56*"
ADALIMUMABE,    -     ,Biológico,"2595,11*"
ADALIMUMABE,    -     ,Biológico,"2595,11*"
ADALIMUMABE,    -     ,Biológico,"1962,15*"
ADALIMUMABE,    -     ,Biológico,"1962,15*"
ADALIMUMABE,    -     ,Biológico,"981,07"
ADALIMUMABE,    -     ,Biológico,"3924,29"
ADALIMUMABE,    -     ,Biológico,"1962,15*"
ADALIMUMABE,    -     ,Biológico,"3924,29"
ADALIMUMABE,    -     ,Biológico,"3924,29"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"9528,14*"
ADALIMUMABE,    -     ,Biológico,"9528,14"
ADALIMUMABE,    -     ,Biológico,"4764,05"
ADAPALENO,    -     ,Similar,"23,82"
ADAPALENO,    -     ,Similar,"71,49"
ADAPALENO,    -     ,Similar,"23,80"
ADAPALENO,    -     ,Similar,"7,93"
ADAPALENO,    -     ,Genérico,"46,61"
ADAPALENO,    -     ,Similar,"30,27"
ADAPALENO,    -     ,Novo,"63,40"
ADAPALENO,    -     ,Novo,"71,62"
ADAPALENO,    -     ,Genérico,"34,73"
ADAPALENO;FOSFATO DE CLINDAMICINA,    -     ,Novo,"44,97"
ADAPALENO;FOSFATO DE CLINDAMICINA,    -     ,Novo,"28,19"
ADAPALENO;PERÓXIDO DE BENZOÍLA,    -     ,Novo,"79,34"
ADAPALENO;PERÓXIDO DE BENZOÍLA,    -     ,Novo,"115,31"
ADENOSINA,    -     ,Genérico,"587,50"
ADENOSINA,    -     ,Genérico,"37,42"
ADENOSINA,    -     ,Genérico,"74,85"
ADENOSINA,    -     ,Genérico,"187,10"
ADENOSINA,    -     ,Genérico,"374,24"
ADENOSINA,    -     ,Genérico,"748,46"
ADENOSINA,    -     ,Similar,"63,35"
ADENOSINA,    -     ,Similar,"126,75"
ADENOSINA,    -     ,Similar,"316,74"
ADENOSINA,    -     ,Similar,"633,49"
ADENOSINA,    -     ,Similar,"1266,98"
ADENOSINA,    -     ,Genérico,"587,50"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"34,84"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"33,48"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"29,25"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"21,05"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"37,92"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"54,10"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"23,99"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"37,92"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"21,05"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"21,05"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"15,81"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"22,51"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"55,31"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"28,86"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"36,08"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"27,83"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"93,91"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"72,70"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"57,72"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"279,11"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"62,52"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"32,60"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"36,32"
AESCULUS HIPPOCASTANUM L.,    -     ,Fitoterápico,"33,01"
AFLIBERCEPTE,    -     ,Biológico,"4526,87*"
AFLIBERCEPTE,    -     ,Biológico,"4526,87*"
AFLIBERCEPTE,    -     ,Biológico,"4526,87"
AFLIBERCEPTE,    -     ,Biológico,"6790,30*"
AFLIBERCEPTE,    -     ,Biológico,"1507,45*"
AFLIBERCEPTE,    -     ,Biológico,"3014,93*"
AGOMELATINA,    -     ,Genérico,"27,14"
AGOMELATINA,    -     ,Genérico,"54,27"
AGOMELATINA,    -     ,Genérico,"58,16"
AGOMELATINA,    -     ,Genérico,"77,54"
AGOMELATINA,    -     ,Genérico,"108,58"
AGOMELATINA,    -     ,Genérico,"116,33"
AGOMELATINA,    -     ,Genérico,"217,13"
AGOMELATINA,    -     ,Genérico,"232,64"
AGOMELATINA,    -     ,Novo,"83,50"
AGOMELATINA,    -     ,Novo,"167,02"
AGOMELATINA,    -     ,Novo,"272,64"
AGOMELATINA,    -     ,Similar,"78,39"
AGOMELATINA,    -     ,Similar,"156,78"
AGOMELATINA,    -     ,Similar,"313,56"
AGOMELATINA,    -     ,Similar,"72,13"
AGOMELATINA,    -     ,Similar,"144,26"
AGOMELATINA,    -     ,Similar,"272,64"
AGOMELATINA,    -     ,Genérico,"101,90"
AGOMELATINA,    -     ,Genérico,"177,21"
ALANILGLUTAMINA,    -     ,Específico,"350,76"
ALANILGLUTAMINA,    -     ,Específico,"619,31"
ALANILGLUTAMINA,    -     ,Específico,"3302,39"
ALANILGLUTAMINA,    -     ,Específico,"6193,71"
ALANILGLUTAMINA,    -     ,Específico,"619,31"
ALANTOÍNA;ACETATO DE RACEALFATOCOFEROL;PALMITATO DE RETINOL;COLECALCIFEROL,    -     ,Similar,"45,17"
ALBENDAZOL,    -     ,Novo,"13,34"
ALBENDAZOL,    -     ,Novo,"11,97"
ALBENDAZOL,    -     ,Genérico,"8,32"
ALBENDAZOL,    -     ,Genérico,"8,32"
ALBENDAZOL,    -     ,Genérico,"7,77"
ALBENDAZOL,    -     ,Genérico,"5,70"
ALBENDAZOL,    -     ,Genérico,"669,41"
ALBENDAZOL,    -     ,Similar,"7,68"
ALBENDAZOL,    -     ,Genérico,"6,18"
ALBENDAZOL,    -     ,Genérico,"13,41"
ALBENDAZOL,    -     ,Similar,"10,67"
ALBENDAZOL,    -     ,Similar,"10,78"
ALBENDAZOL,    -     ,Genérico,"7,77"
ALBENDAZOL,    -     ,Genérico,"8,67"
ALBENDAZOL,    -     ,Genérico,"7,54"
ALBENDAZOL,    -     ,Genérico,"8,66"
ALBENDAZOL,    -     ,Similar,"230,84"
ALBENDAZOL,    -     ,Similar,"4,84"
ALBENDAZOL,    -     ,Similar,"4,85"
ALBENDAZOL,    -     ,Genérico,"6,01"
ALBENDAZOL,    -     ,Genérico,"446,39"
ALBENDAZOL,    -     ,Genérico,"6,14"
ALBENDAZOL,    -     ,Genérico,"103,06"
ALBENDAZOL,    -     ,Genérico,"16,89"
ALBENDAZOL,    -     ,Genérico,"28,34"
ALBENDAZOL,    -     ,Genérico,"1385,43"
ALBENDAZOL,    -     ,Similar,"4,13"
ALBENDAZOL,    -     ,Similar,"4,13"
ALBENDAZOL,    -     ,Similar,"4,13"
ALBENDAZOL,    -     ,Similar,"824,47"
ALBENDAZOL,    -     ,Similar,"206,11"
ALBENDAZOL,    -     ,Similar,"206,11"
ALBENDAZOL,    -     ,Similar,"4,61"
ALBENDAZOL,    -     ,Similar,"461,68"
ALBENDAZOL,    -     ,Similar,"369,34"
ALBENDAZOL,    -     ,Similar,"13,85"
ALBENDAZOL,    -     ,Similar,"23,09"
ALBENDAZOL,    -     ,Similar,"4,61"
ALBENDAZOL,    -     ,Similar,"369,34"
ALBENDAZOL,    -     ,Similar,"461,68"
ALBENDAZOL,    -     ,Similar,"1385,03"
ALBENDAZOL,    -     ,Similar,"13,85"
ALBENDAZOL,    -     ,Similar,"23,09"
ALBENDAZOL,    -     ,Similar,"1385,03"
ALBENDAZOL,    -     ,Similar,"6,54"
ALBENDAZOL,    -     ,Genérico,"5,54"
ALBENDAZOL,    -     ,Genérico,"16,41"
ALBENDAZOL,    -     ,Similar,"7,92"
ALBENDAZOL,    -     ,Similar,"7,58"
ALBENDAZOL,    -     ,Similar,"600,05"
ALBENDAZOL,    -     ,Similar,"6,01"
ALBENDAZOL,    -     ,Similar,"30,06"
ALBENDAZOL,    -     ,Similar,"18,08"
ALBENDAZOL,    -     ,Genérico,"7,57"
ALBENDAZOL,    -     ,Genérico,"37,05"
ALBENDAZOL,    -     ,Genérico,"22,75"
ALBENDAZOL,    -     ,Genérico,"7,20"
ALBENDAZOL,    -     ,Genérico,"7,67"
ALBENDAZOL,    -     ,Similar,"10,84"
ALBENDAZOL,    -     ,Genérico,"5,97"
ALBENDAZOL,    -     ,Genérico,"15,41"
ALBUMINA HUMANA,    -     ,Biológico,"261,58"
ALBUMINA HUMANA,    -     ,Biológico,"261,68"
ALBUMINA HUMANA,    -     ,Biológico,"354,83"
ALBUMINA HUMANA,    -     ,Biológico,"8516,26"
ALBUMINA HUMANA,    -     ,Biológico,"645,75"
ALBUMINA HUMANA,    -     ,Biológico,"317,25"
ALBUMINA HUMANA,    -     ,Biológico,"324,87"
ALBUMINA HUMANA,    -     ,Biológico,"324,87"
ALBUMINA HUMANA,    -     ,Biológico,"3248,86"
ALBUMINA HUMANA,    -     ,Biológico,"32488,72"
ALBUMINA HUMANA,    -     ,Similar,"324,87"
ALBUMINA HUMANA,    -     ,Similar,"324,87"
ALBUMINA HUMANA,    -     ,Similar,"3248,76"
ALBUMINA HUMANA,    -     ,Similar,"32488,72"
ALBUMINA HUMANA,    -     ,Novo,"77,83"
ALBUMINA HUMANA,    -     ,Novo,"389,42"
ALBUMINA HUMANA,    -     ,Novo,"186,73"
ALBUMINA HUMANA,    -     ,Novo,"466,48"
ALBUMINA HUMANA,    -     ,Novo,"933,03"
ALBUMINA HUMANA,    -     ,Novo,"332,78"
ALBUMINA HUMANA,    -     ,Biológico,"154,17"
ALBUMINA HUMANA,    -     ,Biológico,"305,79"
ALBUMINA HUMANA,    -     ,Biológico,"307,83"
ALBUMINA HUMANA,    -     ,Novo,"2799,46"
ALBUMINA HUMANA,    -     ,Novo,"279,93"
ALCAFTADINA,    -     ,Novo,"43,41"
ALENDRONATO DE SÓDIO,    -     ,Genérico,"24,77*"
ALENDRONATO DE SÓDIO,    -     ,Genérico,"47,25*"
ALENDRONATO DE SÓDIO,    -     ,Genérico,"20,75*"
ALENDRONATO DE SÓDIO,    -     ,Genérico,"13,29*"
ALENDRONATO DE SÓDIO,    -     ,Similar,"41,22*"
ALENDRONATO DE SÓDIO,    -     ,Genérico,"46,75*"
ALENDRONATO DE SÓDIO,    -     ,Genérico,"24,06*"
ALENDRONATO DE SÓDIO,    -     ,Genérico,"113,68*"
ALENDRONATO DE SÓDIO,    -     ,Genérico,"24,06*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"56,84*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"124,49*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Similar,"45,27*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"45,27*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Similar,"47,89*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Similar,"1802,46*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Similar,"46,75*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"30,71*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Similar,"113,70*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"116,28*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"340,99*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"1989,45*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"46,20*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"138,61*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Similar,"48,56*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Similar,"97,10*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"113,70*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Genérico,"131,14*"
ALENDRONATO DE SÓDIO TRI-HIDRATADO,    -     ,Similar,"67,90*"
ALENDRONATO DE SÓDIO;COLECALCIFEROL,    -     ,Novo,"140,80"
ALENDRONATO SÓDICO TRIHIDRATADO,    -     ,Similar,"123,88*"
ALENDRONATO SÓDICO TRIHIDRATADO,    -     ,Similar,"185,53*"
ALENTUZUMABE,    -     ,Biológico,"41374,33*"
ALFA-ALBUTREPENONACOGUE,    -     ,Biológico,"2164,42"
ALFA-ALBUTREPENONACOGUE,    -     ,Biológico,"4328,84"
ALFA-ALBUTREPENONACOGUE,    -     ,Biológico,"8657,68"
ALFA-ALBUTREPENONACOGUE,    -     ,Biológico,"17315,34"
ALFA-ALGLICOSIDASE,    -     ,Biológico,"2199,18"
ALFA-ASFOTASE,    -     ,Biológico,"63609,48"
ALFA-ASFOTASE,    -     ,Biológico,"98948,09"
ALFA-ASFOTASE,    -     ,Biológico,"141354,41"
ALFA-ASFOTASE,    -     ,Biológico,"282708,83"
ALFA-ASFOTASE,    -     ,Biológico,"63609,48"
ALFA-ASFOTASE,    -     ,Biológico,"98948,09"
ALFA-ASFOTASE,    -     ,Biológico,"141354,41"
ALFA-ASFOTASE,    -     ,Biológico,"282708,83"
