classe,codigo,descricao,unidade,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
Alvenaria de Vedação,103350,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X9X19 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.6523,0.6495,0.7041,0.6212,0.7048,0.7069,0.6672,0.7247,0.6294,0.6881,0.7159,0.6573,0.6384,0.6912,0.659,0.7422,0.6517,0.7732,0.7542,0.6954,0.6889,0.712,0.6981,0.6935,0.7369,0.7553,0.6361
Alvenaria de Vedação,103351,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X9X19 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.6567,0.6542,0.7077,0.6255,0.7072,0.7103,0.6711,0.728,0.6336,0.6922,0.7193,0.6611,0.6429,0.6952,0.6636,0.7464,0.6554,0.7762,0.7575,0.6996,0.6933,0.7158,0.7014,0.6963,0.7403,0.7588,0.6404
Alvenaria de Vedação,103344,"ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 11,5X19X29 CM (ESPESSURA 11,5 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021",M2,0.4279,0.4247,0.4886,0.3959,0.4905,0.4911,0.4459,0.514,0.4055,0.4683,0.5009,0.4346,0.4138,0.473,0.4366,0.5303,0.4292,0.5783,0.551,0.4772,0.4706,0.496,0.483,0.4779,0.5285,0.5526,0.4115
Alvenaria de Vedação,103345,"ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 11,5X19X29 CM (ESPESSURA 11,5 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021",M2,0.4398,0.4378,0.499,0.407,0.4971,0.5012,0.4569,0.5244,0.4167,0.4804,0.5113,0.4449,0.4257,0.4843,0.4495,0.5433,0.4392,0.5887,0.5619,0.4899,0.4835,0.5076,0.4925,0.486,0.5393,0.5643,0.423
Alvenaria de Vedação,103348,"ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 11,5X19X39 CM (ESPESSURA 11,5 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021",M2,0.3899,0.3869,0.4501,0.3599,0.4521,0.4523,0.4077,0.4753,0.3684,0.4296,0.4616,0.3975,0.3766,0.4344,0.398,0.4914,0.3914,0.5393,0.5125,0.4384,0.4314,0.4568,0.4447,0.4392,0.4889,0.5135,0.3746
Alvenaria de Vedação,103349,"ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 11,5X19X39 CM (ESPESSURA 11,5 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021",M2,0.4035,0.4018,0.4621,0.3724,0.4596,0.4639,0.4202,0.4873,0.381,0.4433,0.4735,0.4092,0.3899,0.4475,0.4127,0.5065,0.4027,0.5517,0.5252,0.4529,0.4462,0.4701,0.4556,0.4485,0.5015,0.5272,0.3875
Alvenaria de Vedação,103346,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 14X19X29 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.4552,0.4523,0.5158,0.4228,0.5179,0.5182,0.4735,0.5407,0.4324,0.4962,0.5281,0.462,0.4405,0.4997,0.4637,0.558,0.4557,0.6042,0.5783,0.5044,0.4973,0.5228,0.5099,0.5053,0.5559,0.5789,0.4388
Alvenaria de Vedação,103347,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 14X19X29 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.4663,0.4643,0.5253,0.4332,0.5239,0.5273,0.4837,0.5502,0.4428,0.5073,0.5375,0.4715,0.4516,0.5102,0.4756,0.5698,0.465,0.6137,0.5882,0.5161,0.5092,0.5333,0.5187,0.5128,0.5659,0.5896,0.4495
Alvenaria de Vedação,103324,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.4005,0.3965,0.4599,0.3692,0.4623,0.4625,0.4178,0.485,0.3782,0.4399,0.4721,0.4066,0.3858,0.4447,0.4082,0.502,0.4011,0.5493,0.5225,0.4482,0.4418,0.4676,0.4543,0.449,0.5004,0.5234,0.3843
Alvenaria de Vedação,103325,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.4131,0.4102,0.4709,0.3808,0.4692,0.4731,0.4294,0.4961,0.3898,0.4527,0.4831,0.4174,0.3983,0.4567,0.4219,0.5161,0.4116,0.5606,0.5343,0.4617,0.4554,0.4798,0.4643,0.4576,0.512,0.5361,0.3963
Alvenaria de Vedação,103326,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3922,0.3876,0.4504,0.361,0.4534,0.4528,0.4092,0.4748,0.3696,0.4308,0.4625,0.3973,0.3766,0.435,0.399,0.4924,0.392,0.5397,0.5138,0.4384,0.4314,0.4576,0.4436,0.44,0.4901,0.5137,0.3757
Alvenaria de Vedação,103327,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.4048,0.4014,0.4615,0.3726,0.4603,0.4635,0.4208,0.486,0.3814,0.4438,0.4735,0.4081,0.3891,0.4471,0.4127,0.5065,0.4024,0.5511,0.5257,0.452,0.4452,0.47,0.4538,0.4486,0.5019,0.5266,0.3878
Alvenaria de Vedação,103322,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3664,0.3639,0.4263,0.3377,0.4294,0.4283,0.3844,0.451,0.3458,0.4062,0.4383,0.375,0.3539,0.41,0.3751,0.4665,0.3691,0.5161,0.4887,0.4145,0.4078,0.4324,0.4216,0.4163,0.4658,0.4902,0.3516
Alvenaria de Vedação,103323,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.3816,0.3805,0.4399,0.3517,0.438,0.4414,0.3986,0.4648,0.3599,0.4219,0.4519,0.3881,0.3691,0.4249,0.3918,0.4839,0.3819,0.5305,0.5035,0.4311,0.4246,0.4476,0.4339,0.4269,0.4802,0.5063,0.3661
Alvenaria de Vedação,103338,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3809,0.4744,0.4747,0.4069,0.5379,0.4629,0.4485,0.4978,0.4572,0.4438,0.4684,0.451,0.4419,0.4648,0.4002,0.4685,0.493,0.5695,0.587,0.4338,0.4278,0.4491,0.4308,0.4804,0.4767,0.5338,0.4246
Alvenaria de Vedação,103339,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.388,0.4828,0.4812,0.4139,0.5422,0.4691,0.4555,0.5043,0.4645,0.4513,0.4747,0.4575,0.4495,0.472,0.4081,0.4765,0.4995,0.5761,0.5938,0.4416,0.4358,0.4563,0.4366,0.4855,0.4834,0.5413,0.4319
Alvenaria de Vedação,103340,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3539,0.4445,0.4451,0.3788,0.5086,0.4337,0.4197,0.4681,0.4284,0.4151,0.4394,0.4217,0.4129,0.4357,0.3726,0.4392,0.4634,0.54,0.5585,0.4053,0.3991,0.4204,0.402,0.4513,0.4475,0.5048,0.3961
Alvenaria de Vedação,103341,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.3616,0.4537,0.4522,0.3864,0.5133,0.4405,0.4272,0.4753,0.4363,0.4231,0.4464,0.4289,0.4211,0.4435,0.3811,0.448,0.4705,0.5473,0.566,0.4137,0.4076,0.4282,0.4083,0.4569,0.4548,0.513,0.404
Alvenaria de Vedação,103336,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3641,0.4573,0.4577,0.3896,0.5205,0.446,0.4312,0.4807,0.4393,0.4262,0.4519,0.4342,0.4257,0.4477,0.384,0.4506,0.4762,0.5528,0.5702,0.4171,0.4109,0.4318,0.4148,0.4636,0.4596,0.517,0.4071
Alvenaria de Vedação,103337,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.3722,0.467,0.4652,0.3977,0.5254,0.4531,0.4391,0.4882,0.4477,0.4349,0.4593,0.4416,0.4345,0.4561,0.393,0.4599,0.4836,0.5605,0.5781,0.4262,0.42,0.4399,0.4213,0.4694,0.4673,0.5257,0.4154
Alvenaria de Vedação,103342,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 14X19X29 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3171,0.4057,0.4064,0.3413,0.469,0.3947,0.3805,0.4283,0.3886,0.3761,0.3997,0.383,0.3745,0.3972,0.335,0.3996,0.4248,0.5004,0.5182,0.3664,0.3611,0.3809,0.3639,0.4116,0.4077,0.4646,0.3579
Alvenaria de Vedação,103343,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 14X19X29 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.3253,0.4159,0.4143,0.3494,0.4742,0.4021,0.3887,0.4362,0.3973,0.385,0.4074,0.3908,0.3836,0.4058,0.3442,0.4093,0.4327,0.5088,0.5269,0.3757,0.3704,0.3893,0.3707,0.4177,0.4158,0.4738,0.3665
Alvenaria de Vedação,103318,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3295,0.419,0.4194,0.354,0.4826,0.408,0.394,0.4422,0.4022,0.3893,0.4133,0.3965,0.388,0.4098,0.3483,0.4129,0.4381,0.5144,0.5317,0.3804,0.3742,0.3946,0.3778,0.4257,0.4214,0.4788,0.3708
Alvenaria de Vedação,103319,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.338,0.4295,0.4275,0.3624,0.4879,0.4157,0.4025,0.4504,0.4112,0.3985,0.4212,0.4045,0.3974,0.4187,0.3579,0.4228,0.4462,0.5229,0.5405,0.39,0.3839,0.4033,0.3849,0.432,0.4297,0.4883,0.3797
Alvenaria de Vedação,103320,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3091,0.3951,0.3963,0.3326,0.4584,0.3855,0.3716,0.4189,0.3796,0.3671,0.3903,0.3739,0.3648,0.3866,0.3268,0.39,0.414,0.4898,0.5076,0.3582,0.3519,0.3718,0.3553,0.4025,0.398,0.4549,0.349
Alvenaria de Vedação,103321,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.3183,0.4064,0.405,0.3418,0.4642,0.3937,0.3808,0.4278,0.3893,0.377,0.3988,0.3825,0.3749,0.3961,0.337,0.4008,0.4228,0.4992,0.5173,0.3685,0.3622,0.3813,0.3629,0.4094,0.407,0.4653,0.3586
Alvenaria de Vedação,103316,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021,M2,0.3104,0.3982,0.3992,0.3345,0.4614,0.3879,0.3737,0.4219,0.3814,0.3691,0.3933,0.3769,0.3679,0.3893,0.3288,0.392,0.4173,0.493,0.5108,0.3606,0.3546,0.3739,0.3586,0.4054,0.4008,0.4577,0.3508
Alvenaria de Vedação,103317,ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021,M2,0.3199,0.4102,0.4084,0.3441,0.4675,0.3966,0.3832,0.4312,0.3917,0.3795,0.4024,0.3859,0.3786,0.3995,0.3395,0.4034,0.4265,0.5029,0.521,0.3715,0.3655,0.3838,0.3665,0.4126,0.4104,0.4686,0.3609
Alvenarias Diversas,101166,"ALVENARIA DE EMBASAMENTO COM BLOCO ESTRUTURAL DE CERÂMICA, DE 14X19X29CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020",M3,0.4626,0.4672,0.5298,0.4356,0.5311,0.532,0.4859,0.5563,0.4465,0.5078,0.5438,0.4792,0.4571,0.5109,0.4775,0.5653,0.4716,0.6198,0.593,0.5208,0.5107,0.5344,0.528,0.5219,0.5675,0.5958,0.4506
Alvenarias Diversas,101165,"ALVENARIA DE EMBASAMENTO COM BLOCO ESTRUTURAL DE CONCRETO, DE 14X19X29CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020",M3,0.3401,0.4342,0.4352,0.3665,0.4972,0.4232,0.4072,0.4587,0.4154,0.4025,0.4298,0.4128,0.4037,0.4238,0.3612,0.4261,0.4539,0.5307,0.548,0.3955,0.3887,0.4076,0.394,0.4419,0.436,0.4951,0.3833
Alvenarias Diversas,101163,"ALVENARIA DE VEDAÇÃO COM BLOCO DE VIDRO VAZADO, TIPO VENEZIANA, DE 6X20X20CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020",M2,0.2167,0.1932,0.2274,0.2368,0.2018,0.2676,0.2796,0.2271,0.2717,0.2651,0.302,0.2468,0.188,0.169,0.2444,0.2647,0.2481,0.3709,0.3297,0.2518,0.1997,0.2844,0.2753,0.3058,0.2496,0.3062,0.251
Alvenarias Diversas,101164,"ALVENARIA DE VEDAÇÃO COM BLOCO DE VIDRO, TIPO CANELADO, DE 8X19X19CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020",M2,0.2139,0.1912,0.2251,0.2338,0.2,0.2648,0.2763,0.2251,0.2685,0.2619,0.2987,0.2443,0.186,0.1673,0.2415,0.2614,0.2455,0.3674,0.3264,0.2492,0.1975,0.2809,0.2728,0.3028,0.2469,0.3034,0.2479
Alvenarias Diversas,101162,ALVENARIA DE VEDAÇÃO COM ELEMENTO VAZADO DE CERÂMICA (COBOGÓ) DE 7X20X20CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020,M2,0.5238,0.5215,0.5874,0.4869,0.5873,0.5892,0.5499,0.6164,0.5044,0.562,0.6013,0.5331,0.5091,0.5712,0.5341,0.6326,0.5225,0.6658,0.654,0.5693,0.5636,0.5753,0.5777,0.5717,0.6222,0.6481,0.51
Alvenarias Diversas,101161,ALVENARIA DE VEDAÇÃO COM ELEMENTO VAZADO DE CONCRETO (COBOGÓ) DE 7X50X50CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020,M2,0.2841,0.3716,0.3713,0.3068,0.438,0.3573,0.3461,0.3909,0.353,0.34,0.3648,0.3466,0.3394,0.3642,0.2994,0.3676,0.3907,0.4617,0.4864,0.327,0.3262,0.3417,0.3247,0.3715,0.3723,0.4241,0.3243
Alvenarias Diversas,101159,ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS MACIÇOS DE 5X10X20CM (ESPESSURA 10CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020,M2,0.5276,0.5383,0.5964,0.5029,0.5957,0.5986,0.5541,0.623,0.5177,0.5741,0.6094,0.5508,0.529,0.576,0.5458,0.6257,0.5405,0.6807,0.6581,0.5905,0.5757,0.5984,0.596,0.5913,0.6287,0.6604,0.5201
Alvenarias Diversas,101154,ALVENARIA DE VEDAÇÃO DE BLOCOS DE CONCRETO CELULAR DE 10X30X60CM (ESPESSURA 10CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020,M2,0.2341,0.2129,0.2474,0.2061,0.2518,0.2375,0.2449,0.2532,0.2375,0.2321,0.2788,0.2193,0.2274,0.2436,0.2137,0.2306,0.2193,0.285,0.2942,0.2239,0.2425,0.2488,0.248,0.283,0.2211,0.2754,0.2184
Alvenarias Diversas,101155,ALVENARIA DE VEDAÇÃO DE BLOCOS DE CONCRETO CELULAR DE 15X30X60CM (ESPESSURA 15CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020,M2,0.222,0.1995,0.2325,0.1936,0.2363,0.2225,0.2308,0.2371,0.2237,0.2183,0.2634,0.2048,0.2135,0.2298,0.2005,0.2172,0.2051,0.2677,0.2773,0.2091,0.2286,0.2347,0.2319,0.2662,0.2069,0.2581,0.2055
Alvenarias Diversas,101156,ALVENARIA DE VEDAÇÃO DE BLOCOS DE CONCRETO CELULAR DE 20X30X60CM (ESPESSURA 20CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020,M2,0.2064,0.183,0.2137,0.1786,0.2185,0.2047,0.2135,0.2171,0.2078,0.2011,0.245,0.1874,0.1962,0.212,0.1842,0.2002,0.1881,0.2471,0.2567,0.1909,0.2101,0.2182,0.2122,0.2469,0.1899,0.2361,0.1896
Alvenarias Diversas,101158,ALVENARIA DE VEDAÇÃO DE BLOCOS DE GESSO DE 10X50X66CM (ESPESSURA 10CM). AF_05/2020,M2,0.2286,0.2103,0.2814,0.245,0.3061,0.2913,0.3094,0.3064,0.296,0.2445,0.2861,0.2511,0.2235,0.2875,0.2566,0.2999,0.2586,0.3167,0.3555,0.2446,0.227,0.2667,0.2468,0.2959,0.2408,0.3315,0.2638
Alvenarias Diversas,101157,ALVENARIA DE VEDAÇÃO DE BLOCOS DE GESSO DE 7X50X66CM (ESPESSURA 7CM). AF_05/2020,M2,0.2564,0.2366,0.3129,0.274,0.339,0.3235,0.3426,0.3396,0.3286,0.2734,0.3179,0.2806,0.2508,0.3193,0.2864,0.3326,0.2886,0.3502,0.3909,0.2736,0.2546,0.2973,0.2759,0.3283,0.2695,0.3658,0.2942
Argamassas,87382,"ARGAMASSA INDUSTRIALIZADA MULTIUSO PARA REVESTIMENTOS E ASSENTAMENTO DA ALVENARIA, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,0.0417,0.0387,0.0551,0.0383,0.0933,0.053,0.0865,0.0928,0.054,0.0536,0.0846,0.0609,0.0388,0.0686,0.0486,0.0477,0.0713,0.094,0.1019,0.0478,0.0511,0.0318,0.0838,0.105,0.0584,0.0861,0.0606
Argamassas,87383,"ARGAMASSA INDUSTRIALIZADA MULTIUSO PARA REVESTIMENTOS E ASSENTAMENTO DA ALVENARIA, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,0.0327,0.0303,0.0434,0.03,0.074,0.0417,0.0686,0.0736,0.0425,0.0421,0.067,0.048,0.0304,0.0542,0.0382,0.0374,0.0563,0.0746,0.081,0.0376,0.0402,0.0249,0.0664,0.0835,0.046,0.0682,0.0477
Argamassas,87384,"ARGAMASSA INDUSTRIALIZADA MULTIUSO PARA REVESTIMENTOS E ASSENTAMENTO DA ALVENARIA, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,0.025,0.0239,0.0318,0.0228,0.0527,0.0306,0.0519,0.0545,0.033,0.0321,0.0501,0.0355,0.0232,0.0406,0.03,0.0289,0.0415,0.056,0.0612,0.0288,0.0307,0.019,0.0485,0.0608,0.0341,0.0515,0.0365
Argamassas,87398,"ARGAMASSA INDUSTRIALIZADA MULTIUSO PARA REVESTIMENTOS E ASSENTAMENTO DA ALVENARIA, PREPARO MANUAL. AF_08/2019",M3,0.1095,0.1155,0.1138,0.0971,0.1446,0.11,0.194,0.184,0.1465,0.1336,0.1792,0.1286,0.1027,0.1534,0.1403,0.1283,0.1454,0.1983,0.2185,0.1258,0.131,0.0849,0.1569,0.1841,0.1274,0.191,0.151
Argamassas,87395,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,0.0278,0.0258,0.0368,0.0254,0.0635,0.0353,0.0582,0.0625,0.0361,0.0356,0.0571,0.0408,0.0258,0.0464,0.0324,0.0318,0.0481,0.0633,0.0691,0.032,0.0343,0.021,0.0567,0.0712,0.039,0.0582,0.0403
Argamassas,87396,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,0.0224,0.0207,0.0297,0.0205,0.0515,0.0284,0.0472,0.0507,0.0291,0.0287,0.0462,0.0329,0.0207,0.0375,0.0261,0.0256,0.0389,0.0513,0.0561,0.0258,0.0276,0.0169,0.0459,0.0578,0.0315,0.0471,0.0325
Argamassas,87397,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,0.0182,0.0174,0.023,0.0165,0.0383,0.022,0.0377,0.0395,0.0241,0.0232,0.0364,0.0257,0.0169,0.0297,0.0219,0.0211,0.0302,0.0405,0.0446,0.021,0.0225,0.0137,0.0352,0.0441,0.0247,0.0376,0.0264
Argamassas,87402,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE, PREPARO MANUAL. AF_08/2019",M3,0.0724,0.0765,0.0752,0.0636,0.0972,0.0723,0.1318,0.1243,0.0981,0.0886,0.1213,0.0854,0.0676,0.1034,0.0938,0.0854,0.0975,0.1346,0.1499,0.0837,0.0875,0.0553,0.1055,0.1246,0.0845,0.1302,0.1005
Argamassas,87391,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,0.0175,0.0162,0.0233,0.016,0.0404,0.0223,0.0369,0.04,0.0227,0.0225,0.0364,0.0258,0.0162,0.0293,0.0204,0.0201,0.0305,0.0404,0.0442,0.0201,0.0216,0.0132,0.0359,0.0456,0.0247,0.0369,0.0255
Argamassas,87393,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,0.014,0.013,0.0187,0.0128,0.0326,0.0179,0.0298,0.0322,0.0183,0.0181,0.0294,0.0208,0.013,0.0236,0.0164,0.0161,0.0245,0.0326,0.0357,0.0162,0.0173,0.0106,0.029,0.0368,0.0198,0.0298,0.0205
Argamassas,87394,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,0.0114,0.0109,0.0144,0.0103,0.0241,0.0138,0.0237,0.025,0.0151,0.0146,0.023,0.0162,0.0106,0.0186,0.0137,0.0132,0.019,0.0256,0.0283,0.0132,0.0141,0.0086,0.0221,0.0279,0.0155,0.0237,0.0166
Argamassas,87401,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO, PREPARO MANUAL. AF_08/2019",M3,0.0463,0.049,0.0482,0.0406,0.0625,0.0463,0.0859,0.0813,0.0632,0.057,0.0792,0.055,0.0431,0.0667,0.0603,0.0549,0.0629,0.0882,0.0988,0.0537,0.0562,0.0351,0.0681,0.0813,0.0543,0.0849,0.065
Argamassas,87407,"ARGAMASSA INDUSTRIALIZADA PARA REVESTIMENTOS, MISTURA E PROJEÇÃO DE 1,5 M³/H DE ARGAMASSA. AF_08/2019",M3,0.039,0.0361,0.0516,0.0357,0.0871,0.0496,0.0804,0.0865,0.0503,0.0499,0.0784,0.0568,0.0362,0.0639,0.0452,0.0444,0.0661,0.0877,0.095,0.0446,0.0477,0.0297,0.0783,0.0979,0.0544,0.0803,0.0562
Argamassas,87408,"ARGAMASSA INDUSTRIALIZADA PARA REVESTIMENTOS, MISTURA E PROJEÇÃO DE 2 M³/H DE ARGAMASSA. AF_08/2019",M3,0.0293,0.0272,0.039,0.0269,0.0664,0.0374,0.0612,0.0659,0.038,0.0377,0.0597,0.043,0.0273,0.0484,0.0341,0.0335,0.0502,0.0669,0.0726,0.0337,0.036,0.0223,0.0596,0.0748,0.0411,0.0611,0.0425
Argamassas,87404,"ARGAMASSA PARA REVESTIMENTO DECORATIVO MONOCAMADA (MONOCAPA), MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA. AF_08/2019",M3,0.0202,0.0188,0.0269,0.0185,0.0465,0.0258,0.0425,0.0459,0.0262,0.026,0.0417,0.0298,0.0187,0.0338,0.0235,0.0232,0.035,0.0464,0.0508,0.0233,0.025,0.0153,0.0414,0.0524,0.0285,0.0425,0.0293
